GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
V;40 t/m 44 jaar;BINNENMAAS;1038;1037.86;1139497.25;189403.63;120143.82;60310.05;36295.93;34901.10;26671.02;12650.37;19100.41;2238.54;16221.07;9906.86;21743.71;6396.15;17598.22;12104.62;12.60;10183.51;3684.77
V;40 t/m 44 jaar;BLADEL;640;639.35;759956.01;148120.63;128461.11;36828.51;26653.76;18204.20;25093.68;7160.43;14886.18;3752.71;2773.19;5369.94;2156.33;2052.29;11180.18;16518.17;5.40;0.00;26555.71
V;40 t/m 44 jaar;BLARICUM;269;268.58;218907.91;31357.48;136407.87;15522.56;10428.48;12539.93;13062.34;326.78;3250.41;1350.65;0.00;2150.04;16770.58;8932.01;8288.94;3799.88;9.00;0.00;1636.80
V;40 t/m 44 jaar;BLOEMENDAAL;722;718.74;442728.64;121153.76;122659.81;41463.32;23606.00;30190.06;16609.82;6173.66;11683.87;899.55;432.40;4130.43;14658.79;9983.05;8514.10;5495.29;19.80;0.00;1950.90
V;40 t/m 44 jaar;BODEGRAVEN-REEUWIJK;1155;1153.14;1210106.62;173672.99;234363.45;66905.85;39530.38;41987.37;36706.42;2203.93;16612.48;5692.63;12296.91;15334.25;19649.00;9941.79;3491.80;3489.15;18.00;0.00;6221.90
V;40 t/m 44 jaar;BOEKEL;324;322.85;229232.44;45132.99;48001.01;18408.60;11319.65;8042.33;14321.08;404.49;3073.06;1000.70;2172.10;4736.20;6877.16;3993.05;5545.14;2551.25;0.00;0.00;1232.18
V;40 t/m 44 jaar;BORGER-ODOORN;878;875.46;784303.63;173974.67;107775.80;51053.56;39882.50;52763.42;52337.71;11926.56;6429.06;14289.18;4193.47;12619.11;10953.54;7700.71;26369.20;225.00;32.40;28518.74;3743.42
V;40 t/m 44 jaar;BORNE;770;768.79;748446.86;114642.25;103530.29;43873.46;28035.38;45448.48;26756.85;3470.62;7638.49;2492.79;108.60;7807.28;5725.23;3314.31;14927.45;499.21;26.55;0.00;3703.00
V;40 t/m 44 jaar;BORSELE;784;782.25;738140.25;169713.66;90171.75;45466.32;25935.67;27802.02;41925.16;1387.42;6087.80;2454.70;4233.09;12040.91;14518.43;7631.35;6742.05;26114.27;6.75;0.00;2038.13
V;40 t/m 44 jaar;BOXMEER;893;891.68;905800.52;178673.77;183381.07;51310.54;33466.22;28731.38;61069.81;9381.80;21174.61;5552.27;1280.16;8134.87;8606.57;8677.65;17033.75;12193.46;16.20;0.00;2448.40
V;40 t/m 44 jaar;BOXTEL;1036;1033.86;1032507.00;272140.15;268081.92;60080.29;46891.47;41148.17;42077.08;16777.37;13540.23;4968.50;3243.10;13458.58;18803.89;8863.53;17463.27;4549.89;8.55;54902.88;14450.51
V;40 t/m 44 jaar;BREDA;6192;6161.00;5747108.68;1197305.92;1388358.34;357781.42;241989.67;216290.45;261511.44;65248.98;98451.95;23359.36;34884.82;88115.25;115136.80;79670.60;130961.86;82234.97;88.20;0.00;61927.98
V;40 t/m 44 jaar;BRIELLE;606;603.07;505883.75;240852.26;80417.36;34830.24;21109.42;17939.82;32730.22;8914.11;23732.36;1829.73;834.10;7592.81;8937.68;8084.47;10478.84;20444.36;9.00;0.00;8196.37
V;40 t/m 44 jaar;BRONCKHORST;1237;1234.30;1002952.44;192493.06;234803.62;71910.42;44137.83;56507.79;53957.25;11553.89;11044.42;6550.84;575.98;11534.97;14869.04;7683.03;18458.44;3593.43;26.10;0.00;7028.41
V;40 t/m 44 jaar;BRUMMEN;695;693.20;599811.23;104545.51;300918.69;40270.05;28104.11;36585.12;28177.41;1102.81;12149.08;2435.44;1442.89;7141.40;6544.59;3165.11;10427.62;11192.94;12.60;0.00;2705.42
V;40 t/m 44 jaar;BRUNSSUM;969;966.18;989188.07;178116.44;174117.35;56037.50;41901.30;36736.08;44441.00;22699.44;29333.63;2080.09;8978.60;9291.54;4362.42;3437.60;29643.50;20071.94;7.20;0.00;22432.93
V;40 t/m 44 jaar;BUNNIK;527;524.37;379240.30;57668.59;59597.08;30432.63;17516.16;19241.24;14083.46;12573.58;9688.75;5429.50;1173.00;6159.83;17384.81;7854.05;9426.26;5859.29;13.95;0.00;1022.84
V;40 t/m 44 jaar;BUNSCHOTEN;720;717.54;596865.43;142274.98;185876.03;41214.35;28211.08;36589.15;31947.69;5555.43;7769.05;2532.68;39.98;13577.43;2931.48;848.74;6027.64;1156.84;8.55;0.00;6607.16
V;40 t/m 44 jaar;BUREN;924;919.44;816162.81;194022.03;53043.36;53427.39;36504.88;56661.27;29261.30;5964.25;10471.31;3652.08;2583.62;15507.98;22371.90;11402.89;23270.82;498.33;13.95;0.00;10076.14
V;40 t/m 44 jaar;CAPELLE AAN DEN IJSSEL;2210;2197.70;2418956.17;421861.26;480643.53;128591.78;96810.75;100005.24;67584.49;24960.65;21757.06;9864.10;1996.12;26165.45;48018.86;32388.70;47926.95;21726.77;19.35;17583.06;5546.13
V;40 t/m 44 jaar;CASTRICUM;1116;1112.81;1007834.85;227025.30;261721.78;64745.06;43366.41;35483.92;107499.76;3550.52;18068.46;5429.23;29567.86;11338.68;27151.95;13100.02;19351.38;4947.30;21.15;0.00;17141.19
V;40 t/m 44 jaar;COEVORDEN;1230;1226.69;1256050.03;231682.00;221700.25;70989.99;54385.39;77617.57;52836.10;15180.98;13626.01;3099.40;17515.11;27283.67;9769.05;2926.07;13607.06;7064.15;46.80;0.00;8202.10
V;40 t/m 44 jaar;CRANENDONCK;651;647.71;727186.68;105117.34;177067.19;37489.26;23903.42;16815.21;18240.86;15255.44;17469.09;3657.32;0.00;10074.98;8298.44;3976.77;3460.04;5311.15;9.00;0.00;40477.28
V;40 t/m 44 jaar;CROMSTRIJEN;430;428.87;342089.16;75761.41;54996.70;24953.42;13952.23;16329.01;10223.20;2494.66;13746.84;2456.54;1049.76;3707.81;6821.70;3286.08;6896.09;1167.78;0.90;0.00;5530.40
V;40 t/m 44 jaar;CUIJK;884;880.30;894447.61;181717.72;205441.49;51192.52;37020.80;32079.05;46451.26;5316.46;14172.04;7676.71;195.63;7853.32;9617.12;3994.16;28005.05;1922.55;12.60;0.00;5521.00
V;40 t/m 44 jaar;CULEMBORG;1090;1086.64;965994.45;180096.25;253667.55;63126.67;42368.15;62513.38;40012.43;8601.09;15731.36;3936.25;13098.57;29241.21;26447.70;14496.97;17530.22;14616.79;32.85;19130.61;11067.02
V;40 t/m 44 jaar;DALFSEN;965;961.94;840237.03;150246.27;92927.20;56117.15;30798.12;45307.74;45724.56;3799.54;11352.83;5085.58;1974.87;2480.60;10962.54;5536.16;13096.29;742.32;34.20;0.00;1730.14
V;40 t/m 44 jaar;DANTUMADIEL;582;581.45;549987.44;143450.98;117136.60;33836.76;24489.64;22339.85;41662.07;599.01;6654.45;1750.73;3890.82;5906.86;12015.43;9643.29;5770.32;6654.79;767.70;0.00;2471.61
V;40 t/m 44 jaar;DE BILT;1451;1445.34;1544698.08;278872.99;341062.20;83546.41;52712.64;74286.68;56184.36;8015.80;32836.79;11301.64;4717.42;17564.39;39594.41;18846.24;26195.27;16823.38;30.60;1994.34;18225.11
V;40 t/m 44 jaar;DE FRYSKE MARREN;1773;1769.37;1703868.99;318520.62;316283.67;102647.85;60733.25;70900.66;80418.54;14403.72;22098.61;8967.90;21230.22;23216.91;25052.73;12902.03;16701.37;4886.21;1842.75;0.00;6881.08
V;40 t/m 44 jaar;DE MARNE;332;331.93;219995.50;62019.69;35173.83;19260.87;16505.69;20868.63;11520.04;1787.59;1886.46;1063.59;761.16;4223.10;3686.19;1562.30;7568.95;147.22;41.40;0.00;8112.21
V;40 t/m 44 jaar;DE RONDE VENEN;1645;1635.05;1352363.23;280230.20;230127.19;94801.80;59603.82;67066.70;63626.78;7412.42;22388.58;5878.00;4674.77;15509.02;29646.08;13280.40;44194.19;12597.62;34.20;0.00;8051.02
V;40 t/m 44 jaar;DE WOLDEN;816;816.00;822412.25;101116.57;58786.67;47613.07;28797.00;43226.82;28119.69;8931.21;8820.50;3076.34;1150.92;7215.81;8045.01;5743.89;12776.07;4748.41;39.60;0.00;4208.68
V;40 t/m 44 jaar;DELFT;2799;2770.21;3070048.59;693259.41;907599.76;162108.80;106188.18;119502.95;132916.05;28534.57;29931.06;13643.77;8470.57;41749.88;60909.56;28495.53;44012.76;9127.92;28.80;0.00;17581.48
V;40 t/m 44 jaar;DELFZIJL;781;778.57;1136022.19;192157.55;175005.93;45035.91;40288.55;42564.20;45353.38;8535.38;4233.15;2632.26;1724.16;15022.92;21563.81;15991.51;13131.62;6893.12;22.95;0.00;9404.52
V;40 t/m 44 jaar;DEN HELDER;1833;1826.03;2489227.66;408689.24;354673.47;105704.12;73887.59;76026.01;103921.46;14030.23;30708.67;15208.21;39203.64;43947.87;22205.71;10596.61;34912.36;2215.02;75.15;0.00;21025.04
V;40 t/m 44 jaar;DEURNE;965;959.56;1006218.49;143709.58;153662.56;55269.63;35068.31;31782.55;46085.38;10139.43;22187.46;3349.11;22707.11;17446.13;14174.64;7832.12;7364.04;17295.80;12.60;18748.00;24882.65
V;40 t/m 44 jaar;DEVENTER;3682;3667.25;3646104.15;709020.24;823950.96;214596.16;140029.85;182259.74;173208.47;22661.62;36778.30;20841.74;21098.35;52503.37;66176.02;59051.19;43174.75;38427.57;99.45;0.00;8154.80
V;40 t/m 44 jaar;DIEMEN;843;837.86;800195.93;171389.62;266014.89;48664.76;33160.18;35144.04;58254.30;1366.20;1501.17;2100.15;121.62;12300.62;20742.89;13410.50;15785.13;2536.73;16.20;0.00;16987.83
V;40 t/m 44 jaar;DINKELLAND;797;794.96;652357.45;97105.16;56021.22;46137.46;23372.98;38741.07;30142.18;2961.23;5008.57;2603.15;0.00;10709.34;16755.25;6961.85;6556.58;16858.32;14.40;0.00;3323.10
V;40 t/m 44 jaar;DOESBURG;429;426.83;331958.26;102946.90;71359.91;24705.51;19897.65;23929.56;8256.31;7049.78;5187.13;1759.90;1413.80;4315.16;8967.10;6213.68;7798.44;4733.19;9.00;0.00;11975.00
V;40 t/m 44 jaar;DOETINCHEM;2002;1994.74;1903812.04;434272.45;683000.94;115167.49;83884.02;104918.94;124948.68;16919.20;30734.39;11911.58;8709.33;22980.16;26884.32;13997.10;33572.66;40042.07;27.00;0.00;21918.44
V;40 t/m 44 jaar;DONGEN;897;893.52;725989.62;136054.33;228059.15;51836.28;33063.36;30821.21;34932.00;20172.23;11296.60;6124.29;0.00;7072.55;10807.19;4396.61;3765.14;27691.80;7.20;0.00;64579.02
V;40 t/m 44 jaar;DONGERADEEL;769;767.40;639637.02;149900.19;73808.91;44618.94;29511.28;51338.16;51095.93;3057.42;8388.75;2548.24;34919.77;12380.00;7856.65;4723.03;7631.36;5223.59;1012.95;0.00;4475.64
V;40 t/m 44 jaar;DORDRECHT;4184;4167.04;4702709.25;1019755.99;1230261.37;243900.89;188297.16;158453.86;230657.03;39677.47;81469.01;15071.96;13408.47;72687.17;84731.17;48676.56;44108.98;34101.69;70.20;24013.97;44033.01
V;40 t/m 44 jaar;DRECHTERLAND;670;668.18;399288.44;71278.03;96187.16;38818.77;24174.61;17405.09;15677.03;8682.81;7218.94;2245.27;825.24;2844.10;9154.71;6173.12;12464.85;2029.35;19.35;0.00;6256.30
V;40 t/m 44 jaar;DRIMMELEN;961;953.74;962992.37;213358.74;117748.24;54850.83;36747.06;31995.10;54825.36;14030.52;28023.92;4553.40;11396.63;10553.57;18597.95;10170.79;6813.41;4644.28;5.40;0.00;32690.26
V;40 t/m 44 jaar;DRONTEN;1409;1405.83;1162689.20;269675.44;186467.34;81681.31;61146.21;67267.70;98991.59;8356.70;30243.59;5852.45;5838.86;17725.34;20614.84;9882.01;18315.33;12969.37;66.60;0.00;8875.57
V;40 t/m 44 jaar;DRUTEN;727;725.50;805527.07;191752.19;101827.90;41244.03;27125.12;27090.62;42670.69;569.59;7409.44;2794.08;9468.21;8898.98;7282.78;5467.91;9349.77;2466.90;19.80;0.00;5233.74
V;40 t/m 44 jaar;DUIVEN;920;919.96;993000.39;275174.66;143029.83;53652.81;39763.92;60962.09;40883.75;6401.50;11180.02;4018.60;1975.54;6390.79;2637.05;3813.65;34404.56;16652.96;16.20;0.00;12651.34
V;40 t/m 44 jaar;ECHT-SUSTEREN;1035;1030.98;986075.95;220371.98;110720.24;58941.63;45422.72;44884.96;35101.51;11269.86;33083.39;6258.24;4227.65;10063.68;9973.64;5026.78;11161.26;12446.65;7.20;0.00;5119.69
V;40 t/m 44 jaar;EDAM-VOLENDAM;1256;1254.68;1198804.10;211009.89;217900.30;73035.39;59237.08;68242.23;50451.65;5894.75;10908.99;5594.43;1670.68;21505.56;16790.16;9451.60;13697.04;14837.78;18.00;0.00;1664.31
V;40 t/m 44 jaar;EDE;3564;3554.42;3524551.33;718692.05;787393.77;206302.71;137558.60;186903.09;155605.19;39543.33;36368.09;22413.02;17762.80;54539.00;83143.59;52652.94;71424.01;20618.32;70.65;0.00;29446.34
V;40 t/m 44 jaar;EEMNES;340;339.71;383496.27;44044.43;10107.40;19684.56;13142.66;14245.36;13914.09;824.66;3999.53;2332.02;3073.20;1380.58;12066.67;9693.44;13810.16;855.87;9.90;0.00;267.43
V;40 t/m 44 jaar;EEMSMOND;539;536.94;408880.63;88351.89;124677.62;30814.12;25399.62;26521.92;20186.45;3715.63;1334.96;3109.78;0.00;6308.46;9225.59;6191.38;4391.47;1906.70;34.20;0.00;5046.83
V;40 t/m 44 jaar;EERSEL;538;537.63;456508.25;104318.87;86831.62;30878.18;21945.44;16552.10;7378.14;17427.40;3873.73;1813.26;2043.87;3972.94;5906.17;4229.62;2243.83;2498.85;1.80;0.00;28930.54
V;40 t/m 44 jaar;EIJSDEN-MARGRATEN;787;783.33;788456.51;96218.00;116677.42;45091.29;30502.59;29240.67;25962.82;6275.52;11019.71;7019.75;901.68;3863.37;9152.01;4148.60;7407.43;33861.02;4.95;0.00;10455.06
V;40 t/m 44 jaar;EINDHOVEN;7200;7146.52;7891078.77;1674437.61;2401870.57;412873.02;325990.02;256746.00;325441.31;107751.53;164007.99;40997.34;31226.49;105605.50;155829.31;73442.91;153071.07;154651.28;73.80;57369.17;266583.91
V;40 t/m 44 jaar;ELBURG;801;798.89;734066.31;138837.16;229808.84;46312.78;32126.39;37856.35;46455.10;10985.72;10079.75;3549.49;12471.28;8080.74;18183.47;6833.66;15851.88;5332.17;12.60;0.00;3272.36
V;40 t/m 44 jaar;EMMEN;3778;3756.73;4288173.52;852129.73;843128.21;217700.66;178172.14;225143.09;270374.48;46960.71;68166.91;9752.74;35177.50;79045.73;38355.52;18982.87;45171.80;12684.46;120.15;0.00;27732.92
V;40 t/m 44 jaar;ENKHUIZEN;608;606.74;532975.51;83336.49;88286.05;35195.03;21085.01;18580.14;17036.03;2847.88;6520.23;1412.26;14500.60;8270.55;4684.47;4280.99;8891.51;6644.50;32.40;0.00;10038.61
V;40 t/m 44 jaar;ENSCHEDE;5258;5235.55;5878596.97;1096141.54;1644505.20;304845.70;219187.48;253024.79;318689.30;79100.13;69217.46;28587.87;18115.75;84672.35;72531.82;42608.12;87698.46;33584.76;95.85;20537.35;77922.47
V;40 t/m 44 jaar;EPE;1049;1044.15;985228.83;264057.18;185154.20;60324.69;45718.98;55414.25;47160.14;6901.92;32243.74;6651.76;9441.07;6064.00;4609.51;2940.72;12725.20;6414.69;11.25;0.00;6915.14
V;40 t/m 44 jaar;ERMELO;844;840.89;643976.58;130383.31;223912.23;47818.53;28327.25;45124.76;41857.63;6050.36;16142.46;3898.58;16309.57;9714.06;20622.89;11480.99;11694.15;1297.08;16.20;0.00;3737.63
V;40 t/m 44 jaar;ETTEN-LEUR;1599;1580.83;1407842.62;252679.66;297758.12;90552.78;60078.23;63945.85;64076.23;22069.33;31705.63;4689.31;15039.35;18582.84;27165.34;15760.99;24361.07;22613.98;17.55;10183.51;28626.31
V;40 t/m 44 jaar;FERWERDERADIEL;266;264.19;218287.23;107158.58;19723.98;15340.50;7988.87;11929.77;8179.85;951.11;2183.00;1275.59;1647.00;5622.53;930.58;2369.21;5402.12;27.45;339.75;0.00;176.76
V;40 t/m 44 jaar;FRANEKERADEEL;690;688.73;804588.64;144070.04;477260.67;39837.22;26637.82;28426.87;34115.06;9647.78;10940.17;3500.29;3895.59;16435.26;14166.06;11814.66;16807.51;72.13;872.55;2739.19;3217.47
V;40 t/m 44 jaar;GEERTRUIDENBERG;783;780.97;766850.60;153374.32;109109.35;45404.68;29589.62;30088.30;28059.94;6253.67;12133.11;2829.38;7533.33;7565.22;6919.26;5640.48;5589.59;4638.77;5.40;0.00;52354.46
V;40 t/m 44 jaar;GELDERMALSEN;988;986.15;885927.67;140658.36;140598.88;56608.36;38656.40;52342.82;28221.62;5742.66;11815.50;2260.97;5257.22;13669.72;8882.08;1916.37;19362.37;1023.16;19.35;0.00;7780.79
V;40 t/m 44 jaar;GELDROP-MIERLO;1311;1305.10;1397483.87;253976.45;260254.01;75657.10;58033.67;47483.86;59553.48;17704.08;43933.72;8320.00;13878.23;20479.72;23849.35;12064.38;17991.16;48969.87;5.40;0.00;32168.21
V;40 t/m 44 jaar;GEMERT-BAKEL;928;924.36;938547.09;226561.66;60207.82;53026.21;35443.60;32300.79;40205.32;20082.75;30232.35;4217.19;11483.21;19332.08;5030.43;6464.74;9439.00;705.32;5.40;12153.39;5041.61
V;40 t/m 44 jaar;GENNEP;542;538.18;593165.10;89884.75;41140.02;30841.71;19023.80;19996.27;24932.00;878.25;12721.49;3900.33;11002.35;6018.76;5600.83;3318.31;2661.72;3054.15;5.40;0.00;2346.12
V;40 t/m 44 jaar;GIESSENLANDEN;514;512.34;384772.97;95075.49;198424.80;29745.96;24263.28;18354.31;13982.79;9324.83;6636.89;1499.97;0.00;5189.86;13579.52;4818.95;8237.22;3989.07;7.20;0.00;3736.12
V;40 t/m 44 jaar;GILZE EN RIJEN;913;910.69;969746.10;160667.98;97690.61;52508.34;35143.14;27320.35;35173.94;10165.40;16292.05;3850.13;7050.88;11079.18;8860.96;7902.18;13349.83;10324.39;10.35;0.00;11272.48
V;40 t/m 44 jaar;GOEREE-OVERFLAKKEE;1724;1718.62;1555082.45;422976.04;292208.54;99669.56;69263.08;68299.98;86474.67;20646.33;37522.41;4009.72;15255.36;12323.00;22769.10;10106.02;33207.61;14909.96;21.60;0.00;38683.86
V;40 t/m 44 jaar;GOES;1204;1202.88;1017975.91;583448.20;434097.89;69295.23;41287.44;41493.32;48666.40;4968.27;42320.99;3676.26;25806.36;17033.85;11992.62;6981.04;17687.26;34563.33;8.55;0.00;6775.82
V;40 t/m 44 jaar;GOIRLE;796;793.46;568542.96;131225.00;114054.53;45997.17;29692.25;25351.94;41937.96;8333.77;23988.62;2415.53;653.50;4105.03;3825.80;4980.77;13368.19;8904.90;9.00;0.00;7281.72
V;40 t/m 44 jaar;GOOISE MEREN;2121;2112.58;1822554.69;398192.41;397181.40;122582.75;76523.13;91562.51;75003.73;5026.40;34412.41;12555.20;8467.14;26604.65;51666.81;22900.69;45133.71;13402.03;67.95;0.00;4290.19
V;40 t/m 44 jaar;GORINCHEM;1321;1317.74;1495270.94;300769.86;321191.18;75879.51;52566.30;46486.10;44246.08;10033.84;12966.60;4953.28;6919.24;28557.09;20740.53;11612.32;49598.89;18794.18;14.40;43049.18;12969.53
V;40 t/m 44 jaar;GOUDA;2504;2490.53;2810606.12;618531.69;702376.61;144582.04;109686.34;101337.41;128655.89;11098.20;32366.39;12355.39;17403.30;51927.08;68295.80;46819.50;55669.05;3677.60;41.40;6110.17;30496.47
V;40 t/m 44 jaar;GRAVE;471;451.38;375341.07;147258.93;68367.05;24705.51;15469.71;10189.15;28048.81;3932.83;11435.50;1877.70;914.75;6105.47;4006.78;3148.89;12319.43;160.97;14.40;0.00;865.96
V;40 t/m 44 jaar;GRONINGEN;5410;5374.53;5061299.31;1117791.76;2184058.26;312901.30;210406.59;264795.56;226293.80;27178.24;66001.12;20446.71;11420.53;80188.47;156283.16;89220.22;115666.96;26079.12;556.65;18227.36;55204.14
V;40 t/m 44 jaar;GROOTEGAST;473;472.04;277836.16;50138.30;94246.57;27466.80;20176.75;25405.26;20329.14;3669.54;3068.48;1581.97;0.00;5488.62;2438.86;5034.14;4444.71;43.10;145.80;0.00;6045.22
V;40 t/m 44 jaar;GULPEN-WITTEM;415;410.45;391478.88;83551.56;78023.15;23624.37;14024.88;13100.82;12979.44;6018.51;14140.16;1009.86;2452.22;2840.33;1837.26;4053.03;4099.70;11313.99;1.80;0.00;6327.74
V;40 t/m 44 jaar;HAAKSBERGEN;834;832.70;566922.53;120925.21;68410.09;48425.72;26841.58;39610.16;12077.36;7112.45;17801.22;2756.30;0.00;12100.49;11906.20;3431.07;7202.00;3644.97;12.60;0.00;3975.13
V;40 t/m 44 jaar;HAAREN;420;417.99;234185.93;95228.50;99854.46;24004.23;16334.81;11337.90;13463.02;4446.90;4668.75;900.79;3396.46;4266.15;2108.84;1443.44;12218.55;2200.52;5.40;0.00;2002.18
V;40 t/m 44 jaar;HAARLEM;5921;5886.38;5497574.42;964007.17;1609322.58;342774.62;234696.00;283865.53;211649.86;33709.65;70075.48;20093.70;8097.30;75168.23;137641.64;102527.31;114363.55;76997.77;154.80;0.00;62240.78
V;40 t/m 44 jaar;HAARLEMMERLIEDE CA;203;203.00;113925.48;24747.12;45034.61;11848.71;8471.29;12118.19;6013.70;508.92;2100.10;427.87;0.00;1380.58;2222.86;3474.34;2374.59;1137.10;6.75;0.00;786.41
V;40 t/m 44 jaar;HAARLEMMERMEER;6172;6140.58;5508956.84;1022708.44;976278.17;355393.76;255177.16;309249.78;266629.39;29678.73;107832.35;35748.18;14727.69;68281.02;90507.79;62387.16;92653.62;74076.49;126.00;0.00;86399.69
V;40 t/m 44 jaar;HALDERBERGE;1045;1038.63;1002209.30;237963.99;186076.20;59939.54;37022.79;37700.55;55754.46;7090.00;33278.32;3001.74;22403.54;16963.82;8214.74;8629.55;9973.96;19199.41;5.40;0.00;11618.28
V;40 t/m 44 jaar;HARDENBERG;2040;2035.44;1724573.36;369625.76;445143.57;117548.42;85785.06;102389.54;110508.26;19779.37;25652.97;10851.89;9148.58;20923.40;15210.11;11844.71;36418.49;1682.65;39.60;0.00;26640.45
V;40 t/m 44 jaar;HARDERWIJK;1734;1726.92;1626214.48;377960.73;331486.14;100399.92;74377.42;90613.12;106679.67;16473.51;30737.54;7253.54;20177.80;20681.72;30459.25;11225.81;42868.64;28477.47;59.40;0.00;11227.02
V;40 t/m 44 jaar;HARDINXVELD-GIESSENDAM;590;589.16;639236.18;137482.88;339475.61;33607.89;23586.79;27011.35;23438.98;2916.71;14573.29;841.57;364.35;12590.96;17879.12;8170.47;15188.03;9693.96;5.40;0.00;7527.25
V;40 t/m 44 jaar;HAREN;612;608.77;454007.29;84949.01;121724.59;35268.54;21825.64;28395.00;12433.09;4895.23;2165.89;620.52;1189.72;5818.95;12343.15;8248.46;18691.79;15455.33;53.55;0.00;2562.06
V;40 t/m 44 jaar;HARLINGEN;553;552.15;522302.36;133780.32;189531.23;32051.12;20691.94;27863.40;18591.81;4821.21;5956.00;1313.33;15676.89;9427.77;11185.82;6455.61;9659.86;174.93;607.95;0.00;3824.45
V;40 t/m 44 jaar;HATTEM;423;421.79;366858.37;66575.21;91446.69;24544.34;14436.56;17169.97;17942.42;4330.78;6187.69;1347.42;888.25;6355.87;5115.34;1226.54;4828.51;0.00;8.10;0.00;2072.53
V;40 t/m 44 jaar;HEEMSKERK;1291;1288.32;1146084.08;231053.41;172628.18;74355.48;53762.53;57060.77;55468.52;6518.01;27880.30;8559.34;927.00;25263.35;16447.74;7588.02;19373.48;6322.44;18.90;0.00;10129.24
V;40 t/m 44 jaar;HEEMSTEDE;924;921.84;734740.44;148773.49;210322.71;52993.73;31226.77;39227.08;30658.85;6656.52;10762.94;1258.70;14.70;14365.77;26194.08;11871.69;9750.85;24541.25;19.80;0.00;4923.24
V;40 t/m 44 jaar;HEERDE;637;635.79;468501.35;101296.62;54737.57;36895.14;22049.28;29679.59;45376.83;4538.87;7841.70;1922.64;546.94;5906.86;15990.83;6156.64;7847.20;4967.14;5.40;0.00;3226.63
V;40 t/m 44 jaar;HEERENVEEN;1860;1856.10;1743665.74;411007.23;370900.62;107733.72;58120.69;76116.95;70552.63;16029.89;16269.65;5354.14;15320.37;25657.28;42837.63;27637.14;25508.47;12242.04;2003.40;18227.36;9001.41
V;40 t/m 44 jaar;HEERHUGOWAARD;2129;2124.14;2426320.48;392500.99;395985.21;122615.14;87747.77;63898.03;87631.29;23251.86;29910.05;6974.94;4055.95;42408.51;27864.14;12544.25;39978.82;4169.01;52.20;0.00;40878.55
V;40 t/m 44 jaar;HEERLEN;2607;2591.57;2949395.52;785709.13;991503.12;150291.90;137533.56;127454.47;137253.87;45177.53;76412.31;5424.45;13668.31;41746.52;32284.07;19119.61;49177.99;101476.67;21.15;0.00;64783.76
V;40 t/m 44 jaar;HEEZE-LEENDE;497;496.75;598717.85;80697.62;32589.91;28317.44;20285.52;16310.99;31442.45;4702.17;7810.75;2453.90;748.95;1005.77;6754.53;3884.79;6107.04;3192.17;1.80;0.00;6139.88
V;40 t/m 44 jaar;HEILOO;799;798.25;601358.12;90896.70;160840.59;46182.21;28177.88;19415.07;27693.21;2036.87;7605.90;5378.84;391.01;7536.64;10708.18;9918.87;20422.31;20788.17;23.40;0.00;2423.81
V;40 t/m 44 jaar;HELLENDOORN;1164;1160.44;1161724.13;263667.15;145474.81;67360.89;44769.36;63388.71;50177.48;8342.68;13902.33;3917.96;10430.25;13602.24;13099.57;9689.08;12578.33;2460.63;16.20;5400.03;7278.05
V;40 t/m 44 jaar;HELLEVOETSLUIS;1420;1412.68;1530897.00;315193.09;392126.96;82402.03;59968.48;57113.59;82096.30;15075.43;24487.96;6373.35;10735.45;23142.50;14798.46;8047.70;12317.87;16072.74;23.40;0.00;20619.86
V;40 t/m 44 jaar;HELMOND;3661;3640.21;3738777.35;946846.78;753665.57;211430.89;164612.39;141124.63;154963.58;43469.56;74115.88;10800.89;17146.78;44255.41;45863.92;37629.01;60463.03;43858.04;31.05;0.00;93794.64
V;40 t/m 44 jaar;HENDRIK-IDO-AMBACHT;1047;1045.89;984250.56;195163.72;239126.74;60558.45;45831.80;38489.25;58381.87;5259.91;9210.69;3932.21;1925.61;30182.32;16106.25;10497.28;17478.29;12014.32;10.80;0.00;19712.43
V;40 t/m 44 jaar;HENGELO;2829;2816.91;2830311.16;540487.05;742142.07;133585.29;93091.90;204339.31;155964.03;23828.68;41401.45;8957.10;2824.50;26613.80;32348.25;16293.68;41835.87;20315.86;43.65;0.00;12724.14
