GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
M;40 t/m 44 jaar;LOCHEM;1003;999.03;621963.12;107469.61;195045.72;56705.38;19843.33;42759.92;28673.45;5570.69;12810.40;1363.88;363.01;10031.37;0.00;0.00;2596.22;580.17;27.45;0.00;5464.01
M;40 t/m 44 jaar;LOON OP ZAND;763;760.28;379962.89;111812.50;98415.65;43845.32;19013.41;19764.48;32778.70;11808.82;10389.10;2249.45;1349.16;8758.29;0.00;0.00;11585.81;10364.42;10.80;0.00;4835.34
M;40 t/m 44 jaar;LOPIK;519;515.95;464005.66;66699.68;28204.72;29666.01;11808.28;22359.32;24590.99;11036.31;4393.22;703.85;2916.96;9674.78;0.00;0.00;10304.90;511.29;9.00;0.00;2982.23
M;40 t/m 44 jaar;LOPPERSUM;347;346.05;225858.25;78190.54;46069.63;19825.77;6836.01;12711.81;13141.88;1607.56;0.00;630.89;0.00;2804.82;0.00;0.00;1610.85;0.00;25.65;0.00;1458.70
M;40 t/m 44 jaar;LOSSER;749;744.73;466278.77;136757.82;148520.22;41537.65;13957.98;33857.99;44861.84;2100.04;2205.67;1597.03;23.04;12817.30;0.00;0.00;2983.09;4304.73;13.50;0.00;5928.37
M;40 t/m 44 jaar;MAASDRIEL;888;869.93;529336.66;114913.81;34659.54;49074.99;17629.73;27983.86;33273.76;12492.04;6575.48;374.40;0.00;7472.17;0.00;0.00;6954.10;1147.16;5.40;0.00;3500.85
M;40 t/m 44 jaar;MAASGOUW;747;741.95;730386.19;102939.98;59725.16;40252.88;18017.26;25449.35;16691.02;4570.81;15167.90;1265.62;2983.81;13568.66;0.00;0.00;10865.66;19411.82;14.40;0.00;2546.10
M;40 t/m 44 jaar;MAASSLUIS;1091;1084.76;545491.58;575544.73;261154.07;61803.00;24499.64;40228.75;30717.90;16635.02;8039.90;1614.30;1302.32;9173.58;0.00;0.00;8637.22;6787.53;17.55;0.00;3694.50
M;40 t/m 44 jaar;MAASTRICHT;3130;3088.17;2447592.96;605795.14;1110532.96;175207.29;92628.12;118098.86;146690.84;31917.33;28692.36;9135.77;2944.10;52619.16;0.00;0.00;30481.19;56176.57;32.85;14841.96;66196.54
M;40 t/m 44 jaar;MARUM;399;397.73;231573.75;42051.14;41939.49;23098.41;8464.83;18733.74;14176.29;3047.40;4187.97;1326.84;0.00;8875.37;0.00;0.00;1324.89;691.53;117.90;0.00;6695.95
M;40 t/m 44 jaar;MEDEMBLIK;1512;1501.47;949675.97;273759.87;112187.30;85132.00;30815.86;41131.49;40374.22;11911.48;12980.57;2985.32;643.20;18047.18;0.00;0.00;8763.27;1755.00;66.15;0.00;14619.73
M;40 t/m 44 jaar;MEERSSEN;581;577.68;382446.40;130135.39;98511.40;33146.43;16106.69;20732.93;29253.93;1989.29;12791.97;500.54;1787.36;6436.03;0.00;0.00;2137.22;2537.65;3.60;0.00;10804.81
M;40 t/m 44 jaar;MENAMERADIEL;484;482.53;250427.90;53863.12;72529.37;27870.59;8624.21;11031.32;19315.17;3572.07;7539.50;319.20;239.00;2098.25;0.00;0.00;5489.47;299.50;600.30;0.00;2617.08
M;40 t/m 44 jaar;MENTERWOLDE;451;448.98;615061.63;60116.28;110537.36;25708.48;10610.05;23913.39;30183.32;12478.21;2324.70;1035.24;101.16;9304.94;0.00;0.00;3574.08;604.64;22.50;0.00;3320.65
M;40 t/m 44 jaar;MEPPEL;1189;1182.81;740460.25;166013.89;245144.25;68155.93;29060.55;59780.37;33150.12;9464.17;4113.59;6511.00;1690.60;11784.80;0.00;0.00;14994.47;1657.95;85.50;0.00;5392.44
M;40 t/m 44 jaar;MIDDELBURG;1531;1516.24;740853.98;243224.64;282984.18;86199.00;32738.11;47954.11;76315.26;8979.54;13115.64;997.93;12790.82;25715.96;0.00;0.00;12552.46;52339.97;16.20;0.00;12373.26
M;40 t/m 44 jaar;MIDDEN-DELFLAND;610;602.31;300078.26;49049.81;53216.94;34775.61;11655.13;18909.68;11822.05;5150.00;2556.81;1166.17;1194.26;10297.78;0.00;0.00;7269.66;555.22;7.65;0.00;1468.02
M;40 t/m 44 jaar;MIDDEN-DRENTHE;1120;1116.27;684725.33;119920.31;237279.49;64237.41;23386.86;58250.88;47658.78;9295.13;4904.59;1238.76;6357.35;31597.33;0.00;0.00;11762.90;1558.18;70.20;0.00;8248.00
M;40 t/m 44 jaar;MILL EN SINT HUBERT;356;353.94;199375.30;29884.97;34188.82;19055.36;6307.12;9132.37;20095.23;1683.93;535.71;134.64;0.00;4919.41;0.00;0.00;3274.87;0.00;7.20;0.00;2781.71
M;40 t/m 44 jaar;MOERDIJK;1322;1304.33;808794.11;219048.42;212441.28;72483.47;31711.06;39773.98;44479.97;7706.58;10583.98;3322.21;3627.77;10572.43;0.00;0.00;20492.45;6456.71;12.15;0.00;7308.21
M;40 t/m 44 jaar;MOLENWAARD;935;930.11;366407.87;156933.90;63120.48;53902.81;20807.78;26011.35;27937.20;4923.77;6594.78;644.54;0.00;14232.98;0.00;0.00;5509.47;230.75;13.05;0.00;4989.58
M;40 t/m 44 jaar;MONTFERLAND;1144;1130.27;996146.63;131374.20;123749.43;64985.28;24770.10;49467.44;49422.41;11389.77;6740.64;3327.44;4786.55;20223.00;0.00;0.00;8059.79;7954.04;16.20;5319.03;13010.52
M;40 t/m 44 jaar;MONTFOORT;463;461.07;191983.50;41668.77;223311.02;26692.01;9415.86;25133.81;6136.04;9278.39;5303.70;429.51;0.00;3343.11;0.00;0.00;3767.98;5389.84;6.75;0.00;2339.54
M;40 t/m 44 jaar;MOOK EN MIDDELAAR;231;228.63;86296.35;25419.83;17912.59;13192.83;5657.41;7104.07;8220.70;729.48;683.90;137.40;0.00;1526.03;0.00;0.00;2963.02;2698.28;5.40;0.00;3438.20
M;40 t/m 44 jaar;NEDER-BETUWE;735;730.55;621085.13;119417.91;70800.76;42002.83;22443.66;46053.75;40241.63;4040.95;7242.60;671.05;5559.73;8129.52;0.00;0.00;8180.29;7564.51;4.50;0.00;12019.60
M;40 t/m 44 jaar;NEDERWEERT;574;566.36;427323.58;82975.59;97800.63;32375.76;14407.81;21584.16;16734.66;1341.60;5657.41;1342.40;15684.90;9110.36;0.00;0.00;1621.60;1399.00;3.60;0.00;3056.09
M;40 t/m 44 jaar;NEERIJNEN;444;441.35;196194.61;51912.55;119074.96;25330.30;9593.89;20943.16;13313.98;599.75;1592.85;214.78;0.00;5025.29;0.00;0.00;5334.15;943.81;10.35;0.00;7057.87
M;40 t/m 44 jaar;NIEUWEGEIN;2095;2072.99;1496006.34;321247.25;469883.91;118024.47;49826.19;80842.28;83758.83;23101.77;12003.89;3643.19;645.62;21554.93;0.00;0.00;34573.08;5446.54;46.80;0.00;49711.74
M;40 t/m 44 jaar;NIEUWKOOP;845;842.01;455118.46;104457.28;149613.84;47417.13;18991.77;33477.73;17988.05;2330.61;4306.60;2061.92;1412.78;15162.98;0.00;0.00;6282.83;3242.16;3.60;0.00;7009.77
M;40 t/m 44 jaar;NIJKERK;1437;1426.06;979044.97;375003.48;130942.72;81976.71;31746.12;63495.38;69003.17;13449.71;11145.89;4507.52;2473.29;14513.76;0.00;0.00;21245.75;1122.14;32.40;0.00;37804.18
M;40 t/m 44 jaar;NIJMEGEN;5406;5336.39;3926568.54;989902.54;1805310.44;302166.11;137606.20;211296.50;239260.05;43067.13;53482.87;7988.57;6418.17;71114.51;0.00;0.00;58703.25;35937.02;89.55;0.00;59317.54
M;40 t/m 44 jaar;NISSEWAARD;2719;2698.94;1616606.47;394098.15;539877.09;155382.04;66512.98;81046.47;79385.97;23422.64;15744.11;5015.77;3355.90;57094.17;0.00;0.00;29907.81;15136.05;44.55;0.00;20348.68
M;40 t/m 44 jaar;NOORD BEVELAND;259;256.11;193325.60;41428.94;72541.98;14628.64;5869.48;7891.81;7043.19;739.35;0.00;87.00;2063.36;2142.50;0.00;0.00;593.63;7185.99;1.80;0.00;1104.99
M;40 t/m 44 jaar;NOORDENVELD;996;989.35;601825.01;91046.32;259426.43;55737.15;20641.22;38164.12;27916.73;11474.82;311.31;846.69;1481.02;19378.56;0.00;0.00;11699.73;2624.62;90.00;0.00;7021.99
M;40 t/m 44 jaar;NOORDOOSTPOLDER;1536;1527.81;1048102.88;208159.08;319861.47;88069.08;32299.48;63099.61;97101.37;27640.67;18488.74;2369.45;17119.70;32338.43;0.00;0.00;12225.43;15098.67;207.45;0.00;13431.59
M;40 t/m 44 jaar;NOORDWIJK;904;895.60;743469.25;138234.89;128920.11;49659.89;19116.13;46312.39;36811.22;6324.67;5842.42;1328.35;11057.04;8770.59;0.00;0.00;13595.36;31677.85;7.20;0.00;22986.62
M;40 t/m 44 jaar;NOORDWIJKERHOUT;504;500.56;333106.20;81169.17;184079.73;28342.24;9989.74;20816.47;12322.49;6375.55;2091.45;490.18;1687.20;9884.70;0.00;0.00;3315.12;337.12;6.75;0.00;5349.12
M;40 t/m 44 jaar;NUENEN CA;647;643.98;373866.16;78960.44;62838.83;37343.16;13421.26;11461.84;23702.99;6681.61;4141.64;383.98;1910.67;7230.89;0.00;0.00;3192.99;2297.42;5.40;10183.51;17360.74
M;40 t/m 44 jaar;NUNSPEET;769;765.81;463107.90;89139.68;75784.55;43645.51;16940.08;33499.09;49077.61;8285.29;6412.75;936.42;1753.32;8562.46;0.00;0.00;6121.07;154.92;16.20;9783.08;3491.37
M;40 t/m 44 jaar;NUTH;480;477.30;293852.90;56990.97;21217.49;27524.78;10942.45;14805.60;14780.49;1887.08;7462.40;1206.69;2038.40;2768.70;0.00;0.00;5402.50;10967.65;5.40;0.00;7954.20
M;40 t/m 44 jaar;OEGSTGEEST;735;729.58;263873.91;90829.83;97069.66;41757.01;14716.33;32315.06;15687.90;2386.97;1482.11;831.70;0.00;5008.02;0.00;0.00;5682.92;2816.51;15.30;0.00;5693.19
M;40 t/m 44 jaar;OIRSCHOT;555;553.52;284175.55;83134.21;68529.05;31695.61;12857.31;13210.17;22035.10;3315.92;3855.23;972.41;359.70;4690.96;0.00;0.00;744.41;7417.26;3.60;0.00;6403.77
M;40 t/m 44 jaar;OISTERWIJK;835;831.36;454374.06;96390.09;151609.04;48022.61;21356.36;23202.31;29296.76;2890.34;5378.73;1783.45;2622.19;22647.50;0.00;0.00;5258.84;9764.01;6.30;0.00;5782.59
M;40 t/m 44 jaar;OLDAMBT;1354;1346.52;1249410.83;296207.29;355517.44;77572.29;35420.50;55344.48;57217.42;6949.08;5844.52;2400.32;20614.43;29671.77;0.00;35.02;19969.08;12552.13;46.80;0.00;28932.78
M;40 t/m 44 jaar;OLDEBROEK;736;734.23;300579.27;67040.22;31572.01;42384.05;14157.04;25902.28;32914.66;11126.01;3017.37;1106.40;0.00;5701.70;0.00;0.00;7983.58;441.37;9.00;0.00;10477.12
M;40 t/m 44 jaar;OLDENZAAL;1131;1126.65;630440.48;156036.39;127854.61;64843.17;23590.69;66744.62;41028.63;6001.96;3857.85;2021.69;2580.87;13682.00;0.00;0.00;8716.18;4380.00;22.50;0.00;5552.28
M;40 t/m 44 jaar;OLST-WIJHE;552;550.57;381627.52;60811.03;164549.37;31133.91;12253.71;20578.40;19963.65;3575.31;4495.25;1316.90;1052.80;9077.16;0.00;0.00;4137.55;1089.46;7.20;0.00;1655.87
M;40 t/m 44 jaar;OMMEN;587;585.37;385077.28;50201.94;80801.93;33703.89;10334.20;28115.96;23184.05;3014.50;5221.43;1194.95;0.00;5113.20;0.00;0.00;4460.74;5645.32;19.80;0.00;3357.68
M;40 t/m 44 jaar;ONDERBANKEN;253;252.79;327811.01;40687.27;25871.81;14507.73;6627.54;7161.61;5418.31;3831.03;63.50;705.97;23721.67;2172.66;0.00;0.00;3940.35;116.20;0.00;0.00;3609.11
M;40 t/m 44 jaar;OOST GELRE;883;879.37;574883.75;158942.79;100224.98;50974.29;20218.72;41382.70;30452.29;7070.19;6893.79;1579.68;4119.74;7187.63;0.00;0.00;4951.03;1214.41;12.15;0.00;4532.37
M;40 t/m 44 jaar;OOSTERHOUT;1887;1876.27;1236948.13;300370.94;537760.53;107841.36;38032.55;50573.98;63518.28;35137.28;25369.85;1064.61;6481.17;42170.51;0.00;0.00;11778.78;9029.93;24.30;0.00;51013.26
M;40 t/m 44 jaar;OOSTSTELLINGWERF;848;845.99;410544.84;125652.61;191279.54;47643.21;18934.06;32455.76;36680.86;12652.44;4062.09;1456.60;417.24;12192.09;0.00;0.00;6777.43;4417.30;783.00;0.00;3886.07
M;40 t/m 44 jaar;OOSTZAAN;316;315.58;178299.16;48303.92;7750.51;18194.40;6154.59;13624.03;5882.28;1623.12;5331.75;279.85;0.00;3775.46;0.00;0.00;839.51;1857.02;12.60;0.00;1568.58
M;40 t/m 44 jaar;OPMEER;393;383.77;156208.87;73014.95;36481.76;21810.28;7134.95;11841.03;5104.22;1061.93;3704.92;224.92;0.00;5324.70;0.00;0.00;4378.08;284.83;13.50;0.00;1296.84
M;40 t/m 44 jaar;OPSTERLAND;1010;1008.49;692646.78;106818.41;69888.04;57897.25;21129.58;38452.11;49156.55;11085.39;3666.58;1089.49;1188.63;16031.85;0.00;0.00;14295.09;1382.97;1090.80;0.00;4657.83
M;40 t/m 44 jaar;OSS;3222;3195.20;1967364.39;415201.28;513660.38;183611.81;77258.02;109623.46;188322.27;48416.99;40470.20;19629.52;4490.37;53505.13;0.00;0.00;26577.49;6095.96;32.40;0.00;27746.70
M;40 t/m 44 jaar;OUD-BEIJERLAND;834;832.87;388791.13;152366.45;118317.89;47839.20;17583.89;26713.22;20093.13;13412.34;2463.72;1093.17;834.96;9024.38;0.00;0.00;10001.49;7139.44;8.55;0.00;6092.56
M;40 t/m 44 jaar;OUDE IJSSELSTREEK;1309;1300.52;763748.90;196767.85;145069.37;75066.18;29919.09;64491.17;56841.47;10140.94;16543.82;2635.46;3875.30;18885.68;0.00;0.00;9038.14;20435.57;10.35;20367.37;11603.12
M;40 t/m 44 jaar;OUDER-AMSTEL;439;436.30;349737.01;82062.75;86874.35;25216.86;8691.15;17090.71;23173.97;46.41;3381.25;500.62;0.00;6406.65;0.00;0.00;2647.11;9385.62;3.60;0.00;8548.72
M;40 t/m 44 jaar;OUDEWATER;338;335.39;201025.70;65352.37;10904.37;19036.83;5483.30;9257.07;12142.01;222.97;4976.00;327.26;2394.64;1388.12;0.00;0.00;1212.41;5568.59;10.80;0.00;952.35
M;40 t/m 44 jaar;OVERBETUWE;1734;1727.62;1385967.09;242736.84;217480.15;99552.14;37646.15;74863.30;47607.58;9524.84;17266.01;2266.06;371.48;18678.33;0.00;0.00;20053.01;3379.56;30.15;0.00;18046.88
M;40 t/m 44 jaar;PAPENDRECHT;1078;1071.14;1055374.57;129625.79;129288.80;61149.37;23588.66;27951.93;39454.16;19103.45;1118.99;630.46;71.40;14125.05;0.00;0.00;7709.82;3446.67;13.95;17862.82;4886.15
M;40 t/m 44 jaar;PEEL EN MAAS;1451;1442.66;1003269.74;170957.88;176214.31;82360.82;39286.59;50258.03;55611.06;7878.61;22211.38;2238.23;3310.70;25190.49;0.00;0.00;5871.72;10614.88;15.30;0.00;8939.54
M;40 t/m 44 jaar;PEKELA;448;445.97;363938.55;88515.18;59438.46;25852.02;13257.99;22227.54;17683.63;8878.69;675.60;831.60;84.79;9752.96;0.00;0.00;1636.40;709.68;14.85;0.00;8689.91
M;40 t/m 44 jaar;PIJNACKER-NOOTDORP;2106;2091.56;1250714.85;263607.89;169644.67;119598.69;41771.35;60369.23;72594.52;4961.74;12187.31;2818.66;222.80;22788.50;0.00;0.00;23589.94;5828.56;35.55;0.00;5764.11
M;40 t/m 44 jaar;PURMEREND;2808;2790.65;2067870.15;539618.43;423822.83;159426.27;67257.57;138828.73;73204.10;41549.01;23541.97;3985.79;5123.19;69910.17;2105.05;0.00;27578.19;4536.89;62.55;10391.34;17390.53
M;40 t/m 44 jaar;PUTTEN;783;777.75;455780.47;100614.63;221796.70;44662.31;16016.88;31965.79;23678.13;6554.40;10468.29;2999.55;4423.48;9874.59;0.00;0.00;5977.42;336.53;17.55;0.00;8349.92
M;40 t/m 44 jaar;RAALTE;1086;1084.05;695691.87;143834.39;90185.38;62662.29;21476.28;48983.90;62151.71;9664.04;10143.90;3766.00;3385.43;10674.21;0.00;0.00;11612.98;1918.11;23.40;0.00;3942.93
M;40 t/m 44 jaar;REIMERSWAAL;695;685.80;404437.22;120139.95;119563.05;38411.42;12866.76;21550.28;21862.21;1076.45;10183.09;1010.92;1443.87;8346.22;0.00;0.00;4765.09;8651.20;5.40;0.00;6127.86
M;40 t/m 44 jaar;RENKUM;969;965.23;626334.67;146358.11;547778.80;54988.84;21492.63;45361.97;42434.94;7580.19;8824.03;1857.39;0.00;23273.17;0.00;0.00;15192.50;9382.15;19.80;0.00;4961.89
M;40 t/m 44 jaar;RENSWOUDE;171;169.59;133941.12;13313.43;32357.47;9730.26;3583.68;8705.45;1202.80;419.20;822.71;430.37;0.00;1513.52;0.00;0.00;181.52;0.00;5.40;0.00;359.20
M;40 t/m 44 jaar;REUSEL-DE MIERDEN;350;347.68;148412.89;50318.84;20334.48;19884.21;7362.62;10483.37;21902.73;2273.02;5057.82;495.60;2046.48;3844.52;0.00;0.00;6770.72;1263.13;1.35;0.00;5950.87
M;40 t/m 44 jaar;RHEDEN;1349;1344.89;1300741.91;186265.41;328182.08;77475.26;31564.30;65228.92;28887.72;20355.66;10858.61;2132.95;0.00;24556.02;0.00;0.00;16115.70;2924.80;26.55;0.00;25732.19
M;40 t/m 44 jaar;RHENEN;641;636.47;305174.45;64417.86;48723.14;35394.18;13554.49;28177.48;27027.18;7585.52;3471.33;698.50;327.96;12501.61;0.00;0.00;3752.33;717.50;1.35;0.00;5202.78
M;40 t/m 44 jaar;RIDDERKERK;1308;1298.56;888629.98;245338.79;250605.13;74403.96;31167.50;35767.14;93513.04;12711.64;8920.20;1779.22;3448.19;16005.84;0.00;0.00;13173.11;4143.34;10.80;0.00;4755.72
M;40 t/m 44 jaar;RIJNWAARDEN;363;362.37;181554.51;67637.01;79687.25;20514.07;7950.05;13991.04;12631.20;2552.28;0.00;1374.98;0.00;5231.65;0.00;0.00;5796.13;252.31;1.80;0.00;5187.99
M;40 t/m 44 jaar;RIJSSEN-HOLTEN;1191;1184.84;913465.25;147672.17;211743.43;68739.59;28724.98;51847.63;42992.29;14512.58;7252.28;4223.54;12943.98;14511.44;0.00;0.00;5961.65;1579.49;31.50;39990.10;4566.01
M;40 t/m 44 jaar;RIJSWIJK;1420;1399.40;711180.24;205962.18;259250.70;79744.13;29611.60;39137.25;37682.08;10349.91;11901.94;1525.15;50.63;26063.16;0.00;0.00;21110.10;8261.35;18.00;0.00;17508.96
M;40 t/m 44 jaar;ROERDALEN;602;598.60;664154.99;106719.24;99383.17;34000.73;16199.64;27914.28;22760.37;4021.72;14650.70;2953.66;4517.51;11290.30;0.00;0.00;1864.28;39838.90;0.00;0.00;2800.77
M;40 t/m 44 jaar;ROERMOND;1877;1857.44;1249077.29;323386.68;536449.88;106604.36;45409.66;65645.18;74874.15;26114.32;15109.74;5146.40;4679.23;15355.44;0.00;0.00;18484.26;20061.09;8.55;0.00;12183.11
M;40 t/m 44 jaar;ROOSENDAAL;2562;2531.86;1816167.29;413815.72;556107.25;143470.47;59120.66;73135.63;120504.87;30772.14;35348.25;5786.34;27584.89;41968.20;0.00;0.00;20662.10;35244.73;40.50;0.00;28178.08
M;40 t/m 44 jaar;ROTTERDAM;22048;21599.75;14887180.64;5089829.62;7364328.77;1245087.70;545490.02;885651.64;821323.70;235404.64;114254.28;36792.92;53189.53;451214.21;0.00;0.00;190059.64;200169.55;310.05;248389.30;256806.49
M;40 t/m 44 jaar;ROZENDAAL;48;48.00;20985.15;1995.53;0.00;2732.07;725.43;2227.93;179.09;0.00;101.10;0.00;0.00;0.00;0.00;0.00;272.25;0.00;1.80;0.00;938.59
M;40 t/m 44 jaar;RUCPHEN;700;697.35;464888.26;141261.88;73168.76;39857.71;18403.71;23442.75;26068.74;14076.84;19474.93;946.60;19861.57;11404.98;0.00;0.00;1076.01;26408.98;3.60;0.00;5081.93
M;40 t/m 44 jaar;S GRAVENHAGE;19868;19450.64;13367915.16;4013473.03;5835630.25;1108230.20;520007.77;604550.09;569584.48;192617.16;128067.49;40701.16;52565.69;369543.10;0.00;0.00;196773.65;167711.36;330.75;55302.98;304374.68
M;40 t/m 44 jaar;S HERTOGENBOSCH;5665;5624.28;3702023.47;956701.49;1714449.66;320639.99;138443.41;159735.73;222668.32;66420.25;50030.68;9162.25;11004.14;82736.58;0.00;0.00;72736.16;49490.55;75.15;0.00;78123.68
M;40 t/m 44 jaar;SCHAGEN;1570;1556.45;1020989.03;182770.11;209277.71;89353.40;31464.92;43132.76;37596.16;13886.89;11140.75;1032.21;16737.51;27005.11;0.00;0.00;20498.07;2361.69;52.65;0.00;10801.60
M;40 t/m 44 jaar;SCHERPENZEEL;306;304.73;198499.94;25144.67;20642.21;17575.83;6720.68;9579.69;20420.02;922.70;938.80;830.00;0.00;1971.27;0.00;0.00;1555.84;375.28;9.00;0.00;1629.29
M;40 t/m 44 jaar;SCHIEDAM;2844;2790.70;1762925.88;531056.17;732253.51;159539.17;64626.54;95075.73;99253.60;28903.68;9344.48;5499.48;3656.48;35789.15;0.00;0.00;28073.03;6486.55;21.15;0.00;15400.31
M;40 t/m 44 jaar;SCHIERMONNIKOOG;27;27.00;6694.94;3673.10;7143.29;1453.18;1205.24;3788.41;45.40;0.00;0.00;0.00;0.00;2269.03;0.00;0.00;0.00;0.00;23.85;0.00;0.00
M;40 t/m 44 jaar;SCHIJNDEL;824;821.55;627802.51;104934.48;116401.80;47292.57;21279.21;27378.05;55761.09;1753.32;16892.15;1011.82;2148.36;15667.95;0.00;0.00;11104.70;1850.95;3.60;0.00;5581.51
M;40 t/m 44 jaar;SCHINNEN;397;395.70;333802.98;29952.91;36019.01;22834.97;10516.20;11351.60;4315.75;2424.97;2498.77;290.00;0.00;4635.40;0.00;0.00;3961.94;8463.35;1.80;0.00;3631.40
M;40 t/m 44 jaar;SCHOUWEN-DUIVELAND;1025;1022.04;577114.28;181268.48;114438.90;58716.67;20562.12;33148.83;24500.11;3137.86;9449.04;2495.11;3238.74;24994.79;0.00;0.00;9889.43;3093.63;11.70;0.00;4262.24
M;40 t/m 44 jaar;SIMPELVELD;332;330.84;137646.33;49568.91;110650.03;18978.39;8230.56;10051.76;20610.98;2017.67;641.47;117.20;1240.10;2821.48;0.00;0.00;4170.23;2604.00;1.80;0.00;7969.59
M;40 t/m 44 jaar;SINT ANTHONIS;366;363.82;234022.34;34431.83;60331.29;20087.37;7877.58;8959.66;18133.66;3609.17;2680.63;758.97;0.00;3549.72;0.00;0.00;408.41;1250.83;7.65;0.00;661.08
M;40 t/m 44 jaar;SINT-MICHIELSGESTEL;1053;1047.02;591337.66;172409.50;155599.78;59994.86;26066.07;28163.33;40031.62;6360.99;6389.44;3634.91;0.00;12150.62;0.00;0.00;7838.74;7448.55;16.20;0.00;4379.78
M;40 t/m 44 jaar;SINT-OEDENRODE;575;570.06;292140.43;49800.43;133849.04;32448.81;12271.20;18103.87;13672.08;1935.96;4762.47;1337.50;0.00;5046.92;0.00;0.00;4890.24;2860.19;5.40;0.00;5504.19
M;40 t/m 44 jaar;SITTARD-GELEEN;2854;2824.54;2002213.84;450883.48;1090883.04;161509.99;85897.28;115971.94;120670.87;17383.95;29917.60;6566.17;11890.14;42225.20;0.00;0.00;25516.25;83958.93;23.40;14993.41;23933.05
M;40 t/m 44 jaar;SLIEDRECHT;841;837.06;940909.25;189310.81;65955.43;46329.94;17794.05;17978.50;38869.41;7823.48;3169.48;627.60;1952.78;21864.30;0.00;0.00;6458.58;12488.76;12.60;12066.58;4297.89
M;40 t/m 44 jaar;SLOCHTEREN;608;606.23;310420.49;166717.25;31168.11;35015.34;14122.22;27302.61;12824.37;4961.81;1136.26;237.00;0.00;9362.08;0.00;0.00;6371.53;220.08;41.40;0.00;8536.18
M;40 t/m 44 jaar;SLUIS;718;704.23;274313.94;99681.44;74161.77;39271.68;14543.10;21532.92;32039.59;4219.03;5871.66;578.54;2856.43;8040.24;0.00;0.00;19486.93;141334.47;0.00;0.00;3941.98
M;40 t/m 44 jaar;SMALLINGERLAND;1896;1887.93;1206702.68;432784.30;482909.56;108732.73;39368.32;86432.26;114382.55;29749.81;8756.45;3575.28;3888.53;25123.67;0.00;0.00;28904.86;2474.39;2093.40;1934.51;14716.05
M;40 t/m 44 jaar;SOEST;1505;1495.09;1231540.92;226250.02;280812.31;85677.93;31780.98;65540.74;38580.90;5076.91;22886.51;2989.35;0.00;14979.43;0.00;0.00;20274.10;9437.17;42.30;0.00;7269.63
M;40 t/m 44 jaar;SOMEREN;555;551.92;292327.79;38461.95;32207.95;31645.26;12014.48;13443.35;26861.46;1701.02;14962.72;1905.11;3437.85;6795.76;0.00;0.00;4799.71;3219.02;0.00;0.00;5771.55
M;40 t/m 44 jaar;SON EN BREUGEL;534;532.07;263653.67;47485.30;78035.19;30154.58;12669.39;12955.42;18122.12;10882.39;7095.00;664.86;392.16;4111.58;0.00;0.00;6825.74;890.41;6.75;0.00;6596.22
M;40 t/m 44 jaar;STADSKANAAL;1059;1055.79;723802.67;195637.31;203796.31;60821.43;30416.25;62380.69;55977.28;14723.88;12460.48;2280.67;9886.29;32706.28;0.00;0.00;9360.10;3014.66;43.20;0.00;13870.63
M;40 t/m 44 jaar;STAPHORST;499;496.27;424503.58;121241.18;69089.73;28547.94;6342.17;14429.30;9198.08;1458.94;1339.65;1216.05;5179.63;2851.64;0.00;0.00;4667.78;905.51;25.20;0.00;1325.80
M;40 t/m 44 jaar;STEDE BROEC;713;710.58;331541.56;69753.36;51490.78;39935.65;14458.95;15059.48;12439.53;4361.24;5600.17;546.74;0.00;11996.87;0.00;0.00;6426.65;4417.24;21.60;0.00;6738.86
M;40 t/m 44 jaar;STEENBERGEN;767;764.02;613377.99;94603.79;59682.64;43693.93;20358.18;23985.35;17938.34;14265.51;10615.87;1970.95;1275.13;15228.48;0.00;0.00;2699.11;12364.73;12.60;28979.91;8613.96
M;40 t/m 44 jaar;STEENWIJKERLAND;1405;1396.90;1136386.26;207960.94;184167.00;80475.14;33561.32;60975.11;69823.22;22804.25;6445.23;2248.63;5110.13;20128.37;0.00;0.00;25777.53;28712.50;315.90;0.00;9246.19
M;40 t/m 44 jaar;STEIN;782;776.74;475701.11;119542.02;152794.45;45129.83;21145.88;29602.62;30708.01;1431.14;8467.62;2135.80;2155.08;2131.19;0.00;0.00;6350.06;19604.42;7.20;0.00;4276.15
